LayerParent;Layer;art;x1;y1;w;h;ArtboardName
GelPolishMain;941823;941823;-51;-6;30;94;GP
GelPolishMain;941824;941824;-51;-6;30;94;GP
GelPolishMain;941825;941825;-51;-6;30;94;GP
GelPolishMain;941826;941826;-51;-6;30;94;GP
GelPolishMain;941828;941828;-51;-6;30;94;GP
GelPolishMain;941829;941829;-51;-6;30;94;GP
GelPolishMain;941831;941831;-51;-6;30;94;GP
GelPolishMain;941840;941840;-51;-6;30;94;GP
GelPolishMain;941835;941835;-51;-6;30;94;GP
GelPolishMain;941832;941832;-51;-6;30;94;GP
GelPolishMain;941834;941834;-51;-6;30;94;GP
GelPolishMain;941827;941827;-51;-6;30;94;GP
GelPolishMain;941841;941841;-51;-6;30;94;GP
GelPolishMain;941842;941842;-51;-6;30;94;GP
GelPolishMain;941816;941816;-51;-6;30;94;GP
GelPolishMain;941819;941819;-51;-6;30;94;GP
GelPolishMain;941820;941820;-51;-6;30;94;GP
GelPolishMain;941821;941821;-51;-6;30;94;GP
GelPolishMain;941817;941817;-51;-6;30;94;GP
GelPolishMain;941818;941818;-51;-6;30;94;GP
GelPolishMain;941815;941815;0;0;20;82;GP-Ingredients
GelPolishMain;941911;941911;-51;-6;30;94;GP
GelPolishMain;941814;941814;-51;-6;30;94;GP
GelPolishMain;941813;941813;-51;-6;30;94;GP
GelPolishMain;941812;941812;-51;-6;30;94;GP
GelPolishMain;941811;941811;-51;-6;30;94;GP
GelPolishMain;941810;941810;-51;-6;30;94;GP
GelPolishMain;941809;941809;-51;-6;30;94;GP
GelPolishMain;941808;941808;-51;-6;30;94;GP
GelPolishMain;941807;941807;-51;-6;30;94;GP
GelPolishMain;941806;941806;-51;-6;30;94;GP
GelPolishMain;941805;941805;-51;-6;30;94;GP
GelPolishMain;941804;941804;-51;-6;30;94;GP
GelPolishMain;941803;941803;-51;-6;30;94;GP
GelPolishMain;941802;941802;-5;-6;30;94;GP-Ingredients
GelPolishMain;941801;941801;-51;-6;30;94;GP
GelPolishMain;941800;941800;-51;-6;30;94;GP
GelPolishMain;941799;941799;-51;-6;30;94;GP
GelPolishMain;941798;941798;-51;-6;30;94;GP
GelPolishMain;941797;941797;-51;-6;30;94;GP
GelPolishMain;941796;941796;-51;-6;30;94;GP
GelPolishMain;941795;941795;-51;-6;30;94;GP
GelPolishMain;941794;941794;-51;-6;30;94;GP
GelPolishMain;941793;941793;-51;-6;30;94;GP
GelPolishMain;941792;941792;-51;-6;30;94;GP
GelPolishMain;941791;941791;-51;-6;30;94;GP
GelPolishMain;941790;941790;-51;-6;30;94;GP
GelPolishMain;941789;941789;-51;-6;30;94;GP
GelPolishMain;941788;941788;-51;-6;30;94;GP
GelPolishMain;941787;941787;-51;-6;30;94;GP
GelPolishMain;941786;941786;-51;-6;30;94;GP
GelPolishMain;941785;941785;-51;-6;30;94;GP
GelPolishMain;941784;941784;-51;-6;30;94;GP
GelPolishMain;941783;941783;-51;-6;30;94;GP
GelPolishMain;941782;941782;-51;-6;30;94;GP
GelPolishMain;941781;941781;-51;-6;30;94;GP
GelPolishMain;941780;941780;-51;-6;30;94;GP
GelPolishMain;941779;941779;-51;-6;30;94;GP
GelPolishMain;941778;941778;-51;-6;30;94;GP
GelPolishMain;941770;941770;-51;-6;30;94;GP
GelPolishMain;941769;941769;-51;-6;30;94;GP
GelPolishMain;941768;941768;-51;-6;30;94;GP
GelPolishMain;941767;941767;-51;-6;30;94;GP
GelPolishMain;941766;941766;-51;-6;30;94;GP
GelPolishMain;941765;941765;-51;-6;30;94;GP
GelPolishMain;941764;941764;-51;-6;30;94;GP
GelPolishMain;941763;941763;-51;-6;30;94;GP
GelPolishMain;941762;941762;-51;-6;30;94;GP
GelPolishMain;941761;941761;-51;-6;30;94;GP
GelPolishMain;941760;941760;-51;-6;30;94;GP
GelPolishMain;941759;941759;-51;-6;30;94;GP
GelPolishMain;941758;941758;-51;-6;30;94;GP
GelPolishMain;941757;941757;-51;-6;30;94;GP
GelPolishMain;941756;941756;-51;-6;30;94;GP
GelPolishMain;941755;941755;-51;-6;30;94;GP
GelPolishMain;941754;941754;-51;-6;30;94;GP
GelPolishMain;941753;941753;-51;-6;30;94;GP
GelPolishMain;941752;941752;-51;-6;30;94;GP
GelPolishMain;941751;941751;-51;-6;30;94;GP
GelPolishMain;941750;941750;-51;-6;30;94;GP
GelPolishMain;941749;941749;-51;-6;30;94;GP
GelPolishMain;941748;941748;-51;-6;30;94;GP
GelPolishMain;941747;941747;-51;-6;30;94;GP
GelPolishMain;941746;941746;-51;-6;30;94;GP
GelPolishMain;941745;941745;-51;-6;30;94;GP
GelPolishMain;941744;941744;-51;-6;30;94;GP
GelPolishMain;941743;941743;-51;-6;30;94;GP
GelPolishMain;941742;941742;-51;-6;30;94;GP
GelPolishMain;941741;941741;-51;-6;30;94;GP
GelPolishMain;941740;941740;-51;-6;30;94;GP
GelPolishMain;941739;941739;-51;-6;30;94;GP
GelPolishMain;941738;941738;-51;-6;30;94;GP
GelPolishMain;941737;941737;-51;-6;30;94;GP
GelPolishMain;941736;941736;-51;-6;30;94;GP
GelPolishMain;941735;941735;-51;-6;30;94;GP
GelPolishMain;941734;941734;-51;-6;30;94;GP
GelPolishMain;941733;941733;-51;-6;30;94;GP
GelPolishMain;941732;941732;-51;-6;30;94;GP
GelPolishMain;941731;941731;-51;-6;30;94;GP
GelPolishMain;941730;941730;-51;-6;30;94;GP
GelPolishMain;941729;941729;-51;-6;30;94;GP
GelPolishMain;941728;941728;-51;-6;30;94;GP
GelPolishMain;941727;941727;-51;-6;30;94;GP
GelPolishMain;941726;941726;-51;-6;30;94;GP
GelPolishMain;941725;941725;-51;-6;30;94;GP
GelPolishMain;941724;941724;-51;-6;30;94;GP
GelPolishMain;941723;941723;-51;-6;30;94;GP
GelPolishMain;941722;941722;-51;-6;30;94;GP
GelPolishMain;941721;941721;-51;-6;30;94;GP
GelPolishMain;941720;941720;-51;-6;30;94;GP
GelPolishMain;941719;941719;-51;-6;30;94;GP
GelPolishMain;941718;941718;-51;-6;30;94;GP
GelPolishMain;941717;941717;-51;-6;30;94;GP
GelPolishMain;941716;941716;-51;-6;30;94;GP
GelPolishMain;941715;941715;-51;-6;30;94;GP
GelPolishMain;941714;941714;-51;-6;30;94;GP
GelPolishMain;941713;941713;-51;-6;30;94;GP
GelPolishMain;941712;941712;-51;-6;30;94;GP
GelPolishMain;941711;941711;-51;-6;30;94;GP
GelPolishMain;941710;941710;-51;-6;30;94;GP
GelPolishMain;941709;941709;-51;-6;30;94;GP
GelPolishMain;941708;941708;-51;-6;30;94;GP
GelPolishMain;941707;941707;-51;-6;30;94;GP
GelPolishMain;941706;941706;-51;-6;30;94;GP
GelPolishMain;941705;941705;-51;-6;30;94;GP
GelPolishMain;941701 Base coat EW;941701;0;0;20;82;GP-Ingredients
GelPolishMain;941700 Top coat EW;941700;0;0;20;82;GP-Ingredients
GelPolishMain;941694;941694;-51;-6;30;94;GP
GelPolishMain;941693;941693;-51;-6;30;94;GP
GelPolishMain;941688;941688;-51;-6;30;94;GP
GelPolishMain;941653;941653;-51;-6;30;94;GP
GelPolishMain;941652;941652;-51;-6;30;94;GP
GelPolishMain;941651;941651;-51;-6;30;94;GP
GelPolishMain;941650;941650;-51;-6;30;94;GP
GelPolishMain;941649;941649;-51;-6;30;94;GP
GelPolishMain;941648;941648;-51;-6;30;94;GP
GelPolishMain;941646;941646;-51;-6;30;94;GP
GelPolishMain;941645;941645;-51;-6;30;94;GP
GelPolishMain;941644;941644;-51;-6;30;94;GP
GelPolishMain;941643;941643;-51;-6;30;94;GP
GelPolishMain;941642;941642;-51;-6;30;94;GP
GelPolishMain;941641;941641;-51;-6;30;94;GP
GelPolishMain;941640;941640;-51;-6;30;94;GP
GelPolishMain;941639;941639;-51;-6;30;94;GP
GelPolishMain;941638;941638;-51;-6;30;94;GP
GelPolishMain;941637;941637;-51;-6;30;94;GP
GelPolishMain;941636;941636;-51;-6;30;94;GP
GelPolishMain;941635;941635;-51;-6;30;94;GP
GelPolishMain;941634;941634;-51;-6;30;94;GP
GelPolishMain;941605;941605;-51;-6;30;94;GP
GelPolishMain;941604;941604;-51;-6;30;94;GP
GelPolishMain;941603;941603;-51;-6;30;94;GP
GelPolishMain;941602;941602;-51;-6;30;94;GP
GelPolishMain;941601;941601;-51;-6;30;94;GP
GelPolishMain;941600;941600;-51;-6;30;94;GP
GelPolishMain;941508 TOPMATTE;941508;-51;-6;30;94;GP
GelPolishMain;941507 Pure Black;941507;-51;-6;30;94;GP
GelPolishMain;941506 Pure White;941506;-51;-6;30;94;GP
GelPolishMain;941505;941505;-51;-6;30;94;GP
GelPolishMain;941504;941504;-51;-6;30;94;GP
GelPolishMain;941503;941503;-51;-6;30;94;GP
GelPolishMain;941502;941502;-51;-6;30;94;GP
GelPolishMain;941501;941501;-51;-6;30;94;GP
GelPolishMain;941500;941500;-51;-6;30;94;GP
GelPolishMain;941499;941499;-51;-6;30;94;GP
GelPolishMain;941498;941498;-51;-6;30;94;GP
GelPolishMain;941497;941497;-51;-6;30;94;GP
GelPolishMain;941496;941496;-51;-6;30;94;GP
GelPolishMain;941495;941495;-51;-6;30;94;GP
GelPolishMain;941494;941494;-51;-6;30;94;GP
GelPolishMain;941493;941493;-51;-6;30;94;GP
GelPolishMain;941492;941492;-51;-6;30;94;GP
GelPolishMain;941491;941491;-51;-6;30;94;GP
GelPolishMain;941490;941490;-51;-6;30;94;GP
GelPolishMain;941489;941489;-51;-6;30;94;GP
GelPolishMain;941488;941488;-51;-6;30;94;GP
GelPolishMain;941487;941487;-51;-6;30;94;GP
GelPolishMain;941486;941486;-51;-6;30;94;GP
GelPolishMain;941485;941485;-51;-6;30;94;GP
GelPolishMain;941484;941484;-51;-6;30;94;GP
GelPolishMain;941483;941483;-51;-6;30;94;GP
GelPolishMain;941482;941482;-51;-6;30;94;GP
GelPolishMain;941481;941481;-51;-6;30;94;GP
GelPolishMain;941480;941480;-51;-6;30;94;GP
GelPolishMain;941479;941479;-51;-6;30;94;GP
GelPolishMain;941478;941478;-51;-6;30;94;GP
GelPolishMain;941477;941477;-51;-6;30;94;GP
GelPolishMain;941476;941476;-51;-6;30;94;GP
GelPolishMain;941475;941475;-51;-6;30;94;GP
GelPolishMain;941474;941474;-51;-6;30;94;GP
GelPolishMain;941473;941473;-51;-6;30;94;GP
GelPolishMain;941472;941472;-51;-6;30;94;GP
GelPolishMain;941471;941471;-51;-6;30;94;GP
GelPolishMain;941470;941470;-51;-6;30;94;GP
GelPolishMain;941445 Top;941445;-51;-6;30;94;GP-Ingredients
GelPolishMain;941444 Base;941444;-51;-6;30;94;GP-Ingredients
GelPolishMain;941443;941443;-51;-6;30;94;GP
GelPolishMain;941442;941442;-51;-6;30;94;GP
GelPolishMain;941441;941441;-51;-6;30;94;GP
GelPolishMain;941440;941440;-51;-6;30;94;GP
GelPolishMain;941439;941439;-51;-6;30;94;GP
GelPolishMain;941438;941438;-51;-6;30;94;GP
GelPolishMain;941437;941437;-51;-6;30;94;GP
GelPolishMain;941436;941436;-51;-6;30;94;GP
GelPolishMain;941435;941435;-51;-6;30;94;GP
GelPolishMain;941434;941434;-51;-6;30;94;GP
GelPolishMain;941433;941433;-51;-6;30;94;GP
GelPolishMain;941432;941432;-51;-6;30;94;GP
GelPolishMain;941431;941431;-51;-6;30;94;GP
GelPolishMain;941430;941430;-51;-6;30;94;GP
GelPolishMain;941429;941429;-51;-6;30;94;GP
GelPolishMain;941428;941428;-51;-6;30;94;GP
GelPolishMain;941427;941427;-51;-6;30;94;GP
GelPolishMain;941426;941426;-51;-6;30;94;GP
GelPolishMain;941425;941425;-51;-6;30;94;GP
GelPolishMain;941424;941424;-51;-6;30;94;GP
GelPolishMain;941423;941423;-51;-6;30;94;GP
GelPolishMain;941422;941422;-51;-6;30;94;GP
GelPolishMain;941421;941421;-51;-6;30;94;GP
GelPolishMain;941420-BaseTop;941420;-51;-6;30;94;GP
GelPolishMain;941419;941419;-51;-6;30;94;GP
GelPolishMain;941418;941418;-51;-6;30;94;GP
GelPolishMain;941417;941417;-51;-6;30;94;GP
GelPolishMain;941416;941416;-51;-6;30;94;GP
GelPolishMain;941415;941415;-51;-6;30;94;GP
GelPolishMain;941414;941414;-51;-6;30;94;GP
GelPolishMain;941413;941413;-51;-6;30;94;GP
GelPolishMain;941412;941412;-51;-6;30;94;GP
GelPolishMain;941411;941411;-51;-6;30;94;GP
GelPolishMain;941410;941410;-51;-6;30;94;GP
GelPolishMain;941409;941409;-51;-6;30;94;GP
GelPolishMain;941408;941408;-51;-6;30;94;GP
GelPolishMain;941407;941407;-51;-6;30;94;GP
GelPolishMain;941406;941406;-51;-6;30;94;GP
GelPolishMain;941405;941405;-51;-6;30;94;GP
GelPolishMain;941404;941404;-51;-6;30;94;GP
GelPolishMain;941403;941403;-51;-6;30;94;GP
GelPolishMain;941402;941402;-51;-6;30;94;GP
GelPolishGlitter;941692;941692;54;-6;30;94;GP-Glitter
GelPolishGlitter;941691;941691;54;-6;30;94;GP-Glitter
GelPolishGlitter;941690;941690;54;-6;30;94;GP-Glitter
GelPolishGlitter;941689;941689;54;-6;30;94;GP-Glitter
GelPolishGlitter;941654;941654;54;-6;30;94;GP-Glitter
GelPolishGlitter;941647;941647;54;-6;30;94;GP-Glitter
GelPolishGlitter;941633;941633;54;-6;30;94;GP-Glitter
GelPolishGlitter;941632;941632;54;-6;30;94;GP-Glitter
GelPolishGlitter;941631;941631;54;-6;30;94;GP-Glitter
GelPolishGlitter;941630;941630;54;-6;30;94;GP-Glitter
GelPolishGlitter;941629;941629;54;-6;30;94;GP-Glitter
GelPolishGlitter;941628;941628;54;-6;30;94;GP-Glitter
GelPolishGlitter;941627;941627;54;-6;30;94;GP-Glitter
GelPolishGlitter;941626;941626;54;-6;30;94;GP-Glitter
GelPolishGlitter;941625;941625;54;-6;30;94;GP-Glitter
GelPolishGlitter;941624;941624;54;-6;30;94;GP-Glitter
GelPolishGlitter;941623;941623;54;-6;30;94;GP-Glitter
GelPolishGlitter;941622;941622;54;-6;30;94;GP-Glitter
GelPolishGlitter;941621;941621;54;-6;30;94;GP-Glitter
GelPolishGlitter;941620;941620;54;-6;30;94;GP-Glitter
GelPolishGlitter;941619;941619;54;-6;30;94;GP-Glitter
GelPolishGlitter;941618;941618;54;-6;30;94;GP-Glitter
GelPolishGlitter;941617;941617;54;-6;30;94;GP-Glitter
GelPolishGlitter;941616;941616;54;-6;30;94;GP-Glitter
GelPolishGlitter;941615;941615;54;-6;30;94;GP-Glitter
GelPolishGlitter;941614;941614;54;-6;30;94;GP-Glitter
GelPolishGlitter;941613;941613;54;-6;30;94;GP-Glitter
GelPolishGlitter;941612;941612;54;-6;30;94;GP-Glitter
GelPolishGlitter;941611;941611;54;-6;30;94;GP-Glitter
GelPolishGlitter;941610;941610;54;-6;30;94;GP-Glitter
GelPolishGlitter;941609;941609;54;-6;30;94;GP-Glitter
Chrome;941771;941771;-5;-6;30;94;GP-Ingredients
Chrome;941772;941772;-5;-6;30;94;GP-Ingredients
Chrome;941773;941773;-5;-6;30;94;GP-Ingredients
Chrome;941774;941774;-5;-6;30;94;GP-Ingredients
Chrome;941775;941775;-5;-6;30;94;GP-Ingredients
Chrome;941776;941776;-5;-6;30;94;GP-Ingredients
Chrome;941777;941777;-5;-6;30;94;GP-Ingredients
Treatment;943022 Nail prep;943022;-93;-6;30;94;Treatments
Treatment;943023 Ultrabond;943023;-93;-6;30;94;Treatments
Treatment;941013 Base Gel;941013;-93;-6;30;94;Treatments
Treatment;941092 Top gel;941092;-93;-6;30;94;Treatments
Treatment;943021 Remover;943021;-93;-6;30;94;Treatments
Treatment;943026 mega gloss;943026;-93;-6;30;94;Treatments
Treatment;943024 Titanium base;943024;-93;-6;30;94;Treatments
Treatment;943025 Nail force;943025;-93;-6;30;94;Treatments
Treatment;943031 co Vanilla;943031;-93;-6;30;94;Treatments
Treatment;943032 co Cococnut;943032;-93;-6;30;94;Treatments
Treatment;943033 co Peach;943033;-93;-6;30;94;Treatments
Treatment;943034 co Freesia;943034;-93;-6;30;94;Treatments
500-400 g;Clear500;940051;-111;13;135;44;powder-20g
500-400 g;Clear500;940052;-132;-51;198;46;powder-100g
500-400 g;Clear500;940055;-132;-135;197;74;powder-400g
500-400 g;Pink500;940061;-111;13;135;44;powder-20g
500-400 g;Pink500;940062;-132;-51;198;46;powder-100g
500-400 g;Pink500;940065;-132;-135;197;74;powder-400g
500-400 g;White500;940071;-111;13;135;44;powder-20g
500-400 g;White500;940072;-132;-51;198;46;powder-100g
500-400 g;White500;940075;-132;-135;197;74;powder-400g
500-400 g;Natural500;940081;-111;13;135;44;powder-20g
500-400 g;Natural500;940082;-132;-51;198;46;powder-100g
500-400 g;Natural500;940085;-132;-135;197;74;powder-400g
500-400 g;CoverPink500;940091;-111;13;135;44;powder-20g
500-400 g;CoverPink500;940092;-132;-51;198;46;powder-100g
500-400 g;CoverPink500;940095;-132;-135;197;74;powder-400g
500-400 g;Peach500;940101;-111;13;135;44;powder-20g
500-400 g;Peach500;940102;-132;-51;198;46;powder-100g
500-400 g;Peach500;940105;-132;-135;197;74;powder-400g
500-400 g;Clear500_speed;940111;-111;13;135;44;powder-20g
500-400 g;Clear500_speed;940112;-132;-51;198;46;powder-100g
500-400 g;Clear500_speed;940115;-132;-135;197;74;powder-400g
500-400 g;Pink500_speed;940121;-111;13;135;44;powder-20g
500-400 g;Pink500_speed;940122;-132;-51;198;46;powder-100g
500-400 g;Pink500_speed;940125;-132;-135;197;74;powder-400g
500-400 g;White500_speed;940131;-111;13;135;44;powder-20g
500-400 g;White500_speed;940132;-132;-51;198;46;powder-100g
500-400 g;White500_speed;940135;-132;-135;197;74;powder-400g
Circle;941509;941509;188;99;32;32;Circle
Circle;941093;941093;188;99;32;32;Circle
Circle;941060;941060;188;99;32;32;Circle
Circle;941020;941020;188;99;32;32;Circle
Circle;941094;941094;188;99;32;32;Circle
Circle;941089;941089;188;99;32;32;Circle
Circle;941050;941050;188;99;32;32;Circle
Circle;941080;941080;188;99;32;32;Circle
Circle;941084;941084;188;99;32;32;Circle
Circle;941070;941070;188;99;32;32;Circle
Circle;940056;940056;188;99;32;32;Circle
Circle;940106;940106;188;99;32;32;Circle
Circle;940096;940096;188;99;32;32;Circle
Circle;940086;940086;188;99;32;32;Circle
Circle;940066;940066;188;99;32;32;Circle
Circle;940076;940076;188;99;32;32;Circle
Circle;940116;940116;188;99;32;32;Circle
Circle;940126;940126;188;99;32;32;Circle
Circle;940136;940136;188;99;32;32;Circle
Gelist;PP 04;PP 04;-1;-1;22;6;gelist
Gelist;AS 10;AS 10;-1;-1;22;6;gelist
Gelist;AS 16;AS 16;-1;-1;22;6;gelist
Gelist;AS 18;AS 18;-1;-1;22;6;gelist
Gelist;AS 22;AS 22;-1;-1;22;6;gelist
Gelist;AS 29;AS 29;-1;-1;22;6;gelist
Gelist;CB 02;CB 02;-1;-1;22;6;gelist
Gelist;CB 06;CB 06;-1;-1;22;6;gelist
Gelist;CN 02;CN 02;-1;-1;22;6;gelist
Gelist;CN 06;CN 06;-1;-1;22;6;gelist
Gelist;CP 01;CP 01;-1;-1;22;6;gelist
Gelist;CP 05;CP 05;-1;-1;22;6;gelist
Gelist;CV 01;CV 01;-1;-1;22;6;gelist
Gelist;CV 02;CV 02;-1;-1;22;6;gelist
Gelist;DL 01;DL 01;-1;-1;22;6;gelist
Gelist;GSB 03;GSB 03;-1;-1;22;6;gelist
Gelist;PC 06;PC 06;-1;-1;22;6;gelist
Gelist;PC 07;PC 07;-1;-1;22;6;gelist
Gelist;PC 08;PC 08;-1;-1;22;6;gelist
Gelist;PC 09;PC 09;-1;-1;22;6;gelist
Gelist;PC 22;PC 22;-1;-1;22;6;gelist
Gelist;PP 07;PP 07;-1;-1;22;6;gelist
Gelist;PR 06;PR 06;-1;-1;22;6;gelist
Gelist;PR 07;PR 07;-1;-1;22;6;gelist
Gelist;PR 08;PR 08;-1;-1;22;6;gelist
Gelist;PR 10;PR 10;-1;-1;22;6;gelist
Gelist;PR 15;PR 15;-1;-1;22;6;gelist
Gelist;PR 30;PR 30;-1;-1;22;6;gelist
Gelist;PR 34;PR 34;-1;-1;22;6;gelist
Gelist;SL 04;SL 04;-1;-1;22;6;gelist
Gelist;SL 06;SL 06;-1;-1;22;6;gelist
GELPAINT;941520;941520;0;0;70;20;10g60mm
GELPAINT;941521;941521;0;0;70;20;10g60mm
GELPAINT;941545;941545;0;0;70;20;10g60mm
GELPAINT;941546;941546;0;0;70;20;10g60mm
GELPAINT;941547;941547;0;0;70;20;10g60mm
GELPAINT;941548;941548;0;0;70;20;10g60mm
GELPAINT;941549;941549;0;0;70;20;10g60mm
GELPAINT;941550;941550;0;0;70;20;10g60mm
GELPAINT;941551;941551;0;0;70;20;10g60mm
GELPAINT;941544;941544;0;0;70;20;7g60mm
GELPAINT;941543;941543;0;0;70;20;7g60mm
GELPAINT;941541;941541;0;0;70;20;7g60mm
GELPAINT;941540;941540;0;0;70;20;7g60mm
GELPAINT;941539;941539;0;0;70;20;7g60mm
GELPAINT;941538;941538;0;0;70;20;7g60mm
GELPAINT;941537;941537;0;0;70;20;7g60mm
GELPAINT;941536;941536;0;0;70;20;7g60mm
GELPAINT;941535;941535;0;0;70;20;7g60mm
GELPAINT;941534;941534;0;0;70;20;7g60mm
GELPAINT;941533;941533;0;0;70;20;7g60mm
GELPAINT;941532;941532;0;0;70;20;7g60mm
GELPAINT;941531;941531;0;0;70;20;7g60mm
GELPAINT;941530;941530;0;0;70;20;7g60mm
GELPAINT;941469;941469;0;0;70;20;7g60mm
GELPAINT;941468;941468;0;0;70;20;7g60mm
GELPAINT;941467;941467;0;0;70;20;7g60mm
GELPAINT;941466;941466;0;0;70;20;7g60mm
GELPAINT;941465;941465;0;0;70;20;7g60mm
GELPAINT;941464;941464;0;0;70;20;7g60mm
GELPAINT;941463;941463;0;0;70;20;7g60mm
GELPAINT;941462;941462;0;0;70;20;7g60mm
GELPAINT;941461;941461;0;0;70;20;7g60mm
GELPAINT;941460;941460;0;0;70;20;7g60mm
GELPAINT;941459;941459;0;0;70;20;7g60mm
GELPAINT;941458;941458;0;0;70;20;7g60mm
GELPAINT;941457;941457;0;0;70;20;7g60mm
GELPAINT;941456;941456;0;0;70;20;7g60mm
GELPAINT;941455;941455;0;0;70;20;7g60mm
GELPAINT;941454;941454;0;0;70;20;7g60mm
GELPAINT;941453;941453;0;0;70;20;7g60mm
